time_iso8601,stars_cumulative
2018-02-18 00:00:00+00:00,1
2019-03-22 00:00:00+00:00,2
2020-02-08 00:00:00+00:00,3
2025-08-29 00:00:00+00:00,4
2026-04-13 00:00:00+00:00,5
