time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-03 00:00:00+00:00,,,13,1
2024-12-05 00:00:00+00:00,,,2,1
2024-12-09 00:00:00+00:00,,,1,1
2024-12-10 00:00:00+00:00,,,5,1
