url_path,views_total,views_unique
/BMHLab/BrainEigenmodes_legacy/blob/main/surface_eigenmodes.py,21,3
/BMHLab/BrainEigenmodes_legacy,14,9
/BMHLab/BrainEigenmodes_legacy/blob/main/demo_eigenmode_calculation.sh,14,2
/BMHLab/BrainEigenmodes_legacy/tree/main/data,12,3
/BMHLab/BrainEigenmodes_legacy/blob/main/functions_matlab/model_neural_waves.m,6,1
/BMHLab/BrainEigenmodes_legacy/blob/main/demo_eigenmode_analysis.m,5,1
/BMHLab/BrainEigenmodes_legacy/blob/main/demo_wave_model_simulation.m,5,1
/BMHLab/BrainEigenmodes_legacy/tree/main/data/figures_Nature,4,2
/BMHLab/BrainEigenmodes_legacy/tree/main/data/examples,3,2
/BMHLab/BrainEigenmodes_legacy/commits,3,1
