url_path,views_total,views_unique
/BMHLab/BrainEigenmodes,17,4
/BMHLab/BrainEigenmodes/blob/main/demo_eigenmode_calculation.sh,7,1
/BMHLab/BrainEigenmodes/tree/main/data,2,2
/BMHLab/BrainEigenmodes/blob/main/demo_eigenmode_analysis.m,2,1
/BMHLab/BrainEigenmodes/blob/main/demo_eigenmode_visualization.m,2,1
/BMHLab/BrainEigenmodes/commits,2,1
/BMHLab/BrainEigenmodes/blob/main/demo_wave_model_simulation.m,1,1
/BMHLab/BrainEigenmodes/blob/main/functions_matlab/bluewhitered.m,1,1
/BMHLab/BrainEigenmodes/blob/main/README.md,1,1
/BMHLab/BrainEigenmodes/blob/main/surface_eigenmodes.py,1,1
