time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-12 00:00:00+00:00,,,17.0,1.0
2023-07-13 00:00:00+00:00,,,18.0,1.0
2023-07-14 00:00:00+00:00,1.0,1.0,4.0,1.0
2023-07-15 00:00:00+00:00,,,60.0,1.0
2023-07-16 00:00:00+00:00,,,17.0,2.0
2023-07-17 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-07-18 00:00:00+00:00,1.0,1.0,55.0,2.0
2023-07-19 00:00:00+00:00,,,3.0,1.0
2023-07-20 00:00:00+00:00,,,10.0,1.0
2023-07-22 00:00:00+00:00,1.0,1.0,,
2023-07-23 00:00:00+00:00,1.0,1.0,2.0,1.0
2023-07-25 00:00:00+00:00,,,1.0,1.0
