time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-22 00:00:00+00:00,1.0,1.0,,
2025-02-23 00:00:00+00:00,1.0,1.0,,
2025-03-04 00:00:00+00:00,,,1.0,1.0
2025-03-07 00:00:00+00:00,,,1.0,1.0
