time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-25 00:00:00+00:00,1.0,1.0,,
2025-04-28 00:00:00+00:00,,,8.0,1.0
2025-04-29 00:00:00+00:00,,,1.0,1.0
2025-05-02 00:00:00+00:00,,,1.0,1.0
2025-05-04 00:00:00+00:00,,,6.0,2.0
