time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-25 00:00:00+00:00,,,1,1
2024-10-30 00:00:00+00:00,,,2,1
2024-10-31 00:00:00+00:00,,,2,2
2024-11-05 00:00:00+00:00,,,1,1
