referrer,views_total,views_unique
nature.com,6,3
github.com,6,3
sciencedirect.com,6,3
cn.bing.com,5,2
chatgpt.com,4,1
figshare.com,2,2
Google,2,2
xi8ngxyj8v3.feishu.cn,1,1
