referrer,views_total,views_unique
Google,20,1
nature.com,16,3
Bing,10,1
onlinelibrary.wiley.com,2,2
ncbi.nlm.nih.gov,2,1
xljsci.com,2,1
kriya2.kriyadocs.com,1,1
github.com,1,1
