time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-27 00:00:00+00:00,,,23,3
2023-08-28 00:00:00+00:00,,,3,3
2023-08-29 00:00:00+00:00,,,2,2
2023-08-30 00:00:00+00:00,2.0,1.0,99,2
2023-08-31 00:00:00+00:00,1.0,1.0,55,6
2023-09-01 00:00:00+00:00,,,6,2
2023-09-02 00:00:00+00:00,,,20,6
2023-09-04 00:00:00+00:00,3.0,3.0,37,4
2023-09-05 00:00:00+00:00,3.0,2.0,12,1
2023-09-06 00:00:00+00:00,,,9,1
2023-09-07 00:00:00+00:00,,,35,2
2023-09-08 00:00:00+00:00,,,15,1
2023-09-09 00:00:00+00:00,,,1,1
