time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-28 00:00:00+00:00,,,138,9
2024-05-29 00:00:00+00:00,,,14,7
2024-05-30 00:00:00+00:00,1.0,1.0,57,2
2024-05-31 00:00:00+00:00,,,5,2
2024-06-01 00:00:00+00:00,,,19,3
2024-06-02 00:00:00+00:00,,,1,1
2024-06-03 00:00:00+00:00,,,12,5
2024-06-04 00:00:00+00:00,,,12,4
2024-06-05 00:00:00+00:00,2.0,1.0,2,2
2024-06-06 00:00:00+00:00,,,2,2
2024-06-07 00:00:00+00:00,,,30,5
2024-06-08 00:00:00+00:00,,,15,2
2024-06-10 00:00:00+00:00,,,9,1
