time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-04 00:00:00+00:00,,,5,2
2025-12-05 00:00:00+00:00,1.0,1.0,3,2
2025-12-06 00:00:00+00:00,,,17,2
2025-12-07 00:00:00+00:00,,,6,5
2025-12-08 00:00:00+00:00,,,5,3
2025-12-09 00:00:00+00:00,1.0,1.0,5,4
2025-12-10 00:00:00+00:00,1.0,1.0,6,5
2025-12-11 00:00:00+00:00,,,11,6
2025-12-12 00:00:00+00:00,1.0,1.0,4,3
2025-12-13 00:00:00+00:00,,,6,3
2025-12-14 00:00:00+00:00,,,36,5
2025-12-15 00:00:00+00:00,,,20,5
2025-12-16 00:00:00+00:00,,,26,7
2025-12-17 00:00:00+00:00,1.0,1.0,6,3
