time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-12 00:00:00+00:00,,,14,4
2025-01-13 00:00:00+00:00,,,13,5
2025-01-14 00:00:00+00:00,,,10,6
2025-01-15 00:00:00+00:00,,,10,5
2025-01-16 00:00:00+00:00,,,2,2
2025-01-17 00:00:00+00:00,,,6,3
2025-01-18 00:00:00+00:00,,,14,2
2025-01-19 00:00:00+00:00,,,9,5
2025-01-20 00:00:00+00:00,,,8,3
2025-01-21 00:00:00+00:00,,,10,7
2025-01-22 00:00:00+00:00,,,5,2
2025-01-23 00:00:00+00:00,,,29,7
2025-01-24 00:00:00+00:00,,,14,4
2025-01-25 00:00:00+00:00,,,4,4
