time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-27 00:00:00+00:00,,,10,3
2023-03-28 00:00:00+00:00,,,12,7
2023-03-29 00:00:00+00:00,,,45,13
2023-03-30 00:00:00+00:00,,,14,8
2023-03-31 00:00:00+00:00,2.0,1.0,2,2
2023-04-01 00:00:00+00:00,,,1,1
2023-04-02 00:00:00+00:00,,,3,3
2023-04-03 00:00:00+00:00,1.0,1.0,4,4
2023-04-04 00:00:00+00:00,1.0,1.0,17,5
2023-04-05 00:00:00+00:00,2.0,1.0,49,10
2023-04-06 00:00:00+00:00,,,4,2
2023-04-08 00:00:00+00:00,,,8,2
2023-04-09 00:00:00+00:00,,,1,1
