time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-11 00:00:00+00:00,,,6,3
2024-05-12 00:00:00+00:00,,,44,4
2024-05-13 00:00:00+00:00,,,12,6
2024-05-14 00:00:00+00:00,,,3,1
2024-05-15 00:00:00+00:00,,,4,4
2024-05-16 00:00:00+00:00,,,1,1
2024-05-17 00:00:00+00:00,,,49,7
2024-05-18 00:00:00+00:00,1.0,1.0,46,1
2024-05-19 00:00:00+00:00,,,12,3
2024-05-20 00:00:00+00:00,,,61,6
2024-05-21 00:00:00+00:00,,,2,2
2024-05-22 00:00:00+00:00,,,18,6
2024-05-23 00:00:00+00:00,,,43,3
2024-05-24 00:00:00+00:00,,,3,2
