time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-04 00:00:00+00:00,2.0,1.0,23,6
2024-01-05 00:00:00+00:00,1.0,1.0,22,4
2024-01-06 00:00:00+00:00,,,14,3
2024-01-07 00:00:00+00:00,2.0,1.0,4,4
2024-01-08 00:00:00+00:00,,,12,4
2024-01-09 00:00:00+00:00,,,11,3
2024-01-10 00:00:00+00:00,3.0,2.0,21,10
2024-01-11 00:00:00+00:00,,,16,6
2024-01-12 00:00:00+00:00,1.0,1.0,57,6
2024-01-13 00:00:00+00:00,,,109,3
2024-01-14 00:00:00+00:00,,,4,2
2024-01-15 00:00:00+00:00,1.0,1.0,16,6
2024-01-16 00:00:00+00:00,2.0,1.0,29,3
2024-01-17 00:00:00+00:00,4.0,3.0,12,5
