time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-05 00:00:00+00:00,2.0,1.0,17,5
2024-09-07 00:00:00+00:00,,,3,2
2024-09-08 00:00:00+00:00,,,6,1
2024-09-09 00:00:00+00:00,6.0,6.0,1,1
2024-09-10 00:00:00+00:00,1.0,1.0,12,4
2024-09-11 00:00:00+00:00,3.0,3.0,27,2
2024-09-12 00:00:00+00:00,,,6,4
2024-09-13 00:00:00+00:00,,,1,1
2024-09-14 00:00:00+00:00,4.0,4.0,11,4
2024-09-15 00:00:00+00:00,2.0,2.0,1,1
2024-09-16 00:00:00+00:00,1.0,1.0,25,2
2024-09-17 00:00:00+00:00,,,1,1
2024-09-18 00:00:00+00:00,,,62,3
