time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-21 00:00:00+00:00,,,12,2
2023-10-22 00:00:00+00:00,,,3,2
2023-10-23 00:00:00+00:00,1.0,1.0,47,6
2023-10-24 00:00:00+00:00,1.0,1.0,18,5
2023-10-25 00:00:00+00:00,1.0,1.0,16,8
2023-10-26 00:00:00+00:00,,,14,1
2023-10-27 00:00:00+00:00,2.0,2.0,14,6
2023-10-28 00:00:00+00:00,,,8,3
2023-10-29 00:00:00+00:00,,,4,2
2023-10-30 00:00:00+00:00,,,6,2
2023-11-01 00:00:00+00:00,,,5,1
2023-11-02 00:00:00+00:00,,,7,2
2023-11-03 00:00:00+00:00,,,12,2
