time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-19 00:00:00+00:00,1.0,1.0,18,4
2025-06-20 00:00:00+00:00,,,18,5
2025-06-21 00:00:00+00:00,,,43,1
2025-06-22 00:00:00+00:00,,,2,1
2025-06-23 00:00:00+00:00,,,9,3
2025-06-24 00:00:00+00:00,,,2,2
2025-06-25 00:00:00+00:00,,,11,2
2025-06-26 00:00:00+00:00,,,1,1
2025-06-27 00:00:00+00:00,,,2,2
2025-06-28 00:00:00+00:00,1.0,1.0,1,1
2025-06-29 00:00:00+00:00,,,2,2
2025-06-30 00:00:00+00:00,,,27,2
2025-07-01 00:00:00+00:00,,,19,2
2025-07-02 00:00:00+00:00,,,16,7
