referrer,views_total,views_unique
Google,10,4
github.com,5,2
bin-brain.com,4,1
monash.edu,3,1
cn.bing.com,2,1
im.csdn.net,1,1
yuque.com,1,1
nature.com,1,1
Bing,1,1
