time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-10 00:00:00+00:00,,,2,1
2023-03-11 00:00:00+00:00,,,1,1
2023-03-12 00:00:00+00:00,,,14,2
2023-03-13 00:00:00+00:00,,,1,1
2023-03-14 00:00:00+00:00,,,13,6
2023-03-15 00:00:00+00:00,,,13,10
2023-03-16 00:00:00+00:00,,,7,4
2023-03-17 00:00:00+00:00,1.0,1.0,2,2
2023-03-18 00:00:00+00:00,,,5,5
2023-03-19 00:00:00+00:00,1.0,1.0,11,3
2023-03-20 00:00:00+00:00,,,4,4
2023-03-21 00:00:00+00:00,,,38,10
2023-03-22 00:00:00+00:00,,,16,4
2023-03-23 00:00:00+00:00,1.0,1.0,19,8
