referrer,views_total,views_unique
nature.com,14,2
monash.edu,13,2
academic.oup.com,7,1
github.com,5,3
ncbi.nlm.nih.gov,2,2
bmcmedicine.biomedcentral.com,1,1
Google,1,1
cn.bing.com,1,1
figshare.com,1,1
ops.spi-global.com,1,1
