referrer,views_total,views_unique
sciencedirect.com,6,3
nature.com,6,3
github.com,5,2
cn.bing.com,5,2
chatgpt.com,4,1
Google,2,2
figshare.com,1,1
xi8ngxyj8v3.feishu.cn,1,1
