referrer,views_total,views_unique
onlinelibrary-wiley-com.oenrr.top,39,1
Google,7,3
nature.com,5,1
github.com,4,3
figshare.com,3,3
academic.oup.com,1,1
yuque.com,1,1
cn.bing.com,1,1
