time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-11 00:00:00+00:00,,,9,4
2023-10-12 00:00:00+00:00,1.0,1.0,6,4
2023-10-13 00:00:00+00:00,,,6,4
2023-10-14 00:00:00+00:00,2.0,1.0,3,2
2023-10-15 00:00:00+00:00,,,4,1
2023-10-16 00:00:00+00:00,,,22,3
2023-10-17 00:00:00+00:00,,,3,2
2023-10-18 00:00:00+00:00,,,3,2
2023-10-19 00:00:00+00:00,,,81,3
2023-10-20 00:00:00+00:00,,,67,8
2023-10-21 00:00:00+00:00,,,12,2
2023-10-22 00:00:00+00:00,,,3,2
2023-10-23 00:00:00+00:00,1.0,1.0,47,6
2023-10-24 00:00:00+00:00,1.0,1.0,18,5
