time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-06 00:00:00+00:00,,,8,4
2023-10-07 00:00:00+00:00,,,3,2
2023-10-08 00:00:00+00:00,,,55,4
2023-10-09 00:00:00+00:00,1.0,1.0,14,3
2023-10-10 00:00:00+00:00,2.0,1.0,8,4
2023-10-11 00:00:00+00:00,,,9,4
2023-10-12 00:00:00+00:00,1.0,1.0,6,4
2023-10-13 00:00:00+00:00,,,6,4
2023-10-14 00:00:00+00:00,2.0,1.0,3,2
2023-10-15 00:00:00+00:00,,,4,1
2023-10-16 00:00:00+00:00,,,22,3
2023-10-17 00:00:00+00:00,,,3,2
2023-10-18 00:00:00+00:00,,,3,2
2023-10-19 00:00:00+00:00,,,56,2
