referrer,views_total,views_unique
nature.com,28,3
github.com,22,6
figshare.com,7,3
monash.edu,6,2
Google,4,4
cn.bing.com,4,2
ncbi.nlm.nih.gov,1,1
learn-neuroimaging.github.io,1,1
