time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-18 00:00:00+00:00,0,0,9,5
2026-01-19 00:00:00+00:00,1,1,16,4
2026-01-20 00:00:00+00:00,2,2,1,1
2026-01-21 00:00:00+00:00,2,2,7,3
2026-01-22 00:00:00+00:00,0,0,4,4
2026-01-23 00:00:00+00:00,0,0,0,0
2026-01-24 00:00:00+00:00,1,1,0,0
2026-01-25 00:00:00+00:00,0,0,3,3
2026-01-26 00:00:00+00:00,0,0,2,2
2026-01-27 00:00:00+00:00,2,2,4,2
2026-01-28 00:00:00+00:00,2,2,8,3
2026-01-29 00:00:00+00:00,1,1,4,3
2026-01-30 00:00:00+00:00,1,1,2,2
2026-01-31 00:00:00+00:00,1,1,1,1
