time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-03 00:00:00+00:00,,,103,17
2023-07-04 00:00:00+00:00,3.0,3.0,104,20
2023-07-05 00:00:00+00:00,1.0,1.0,101,12
2023-07-06 00:00:00+00:00,,,49,9
2023-07-07 00:00:00+00:00,,,16,8
2023-07-08 00:00:00+00:00,,,16,2
2023-07-09 00:00:00+00:00,,,42,6
2023-07-10 00:00:00+00:00,2.0,2.0,84,15
2023-07-11 00:00:00+00:00,,,124,14
2023-07-12 00:00:00+00:00,2.0,2.0,178,21
2023-07-13 00:00:00+00:00,,,93,17
2023-07-14 00:00:00+00:00,1.0,1.0,80,16
2023-07-15 00:00:00+00:00,1.0,1.0,60,7
2023-07-16 00:00:00+00:00,1.0,1.0,51,8
