time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-08 00:00:00+00:00,1,1,0,0
2026-02-09 00:00:00+00:00,0,0,4,3
2026-02-10 00:00:00+00:00,1,1,8,4
2026-02-11 00:00:00+00:00,0,0,4,2
2026-02-12 00:00:00+00:00,0,0,16,5
2026-02-13 00:00:00+00:00,4,4,7,3
2026-02-14 00:00:00+00:00,0,0,3,3
2026-02-15 00:00:00+00:00,0,0,8,4
2026-02-16 00:00:00+00:00,0,0,5,5
2026-02-17 00:00:00+00:00,1,1,3,3
2026-02-18 00:00:00+00:00,0,0,14,5
2026-02-19 00:00:00+00:00,0,0,24,2
2026-02-20 00:00:00+00:00,1,1,20,5
2026-02-21 00:00:00+00:00,3,3,27,3
