time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-18 00:00:00+00:00,3.0,3.0,26,7
2025-07-19 00:00:00+00:00,,,12,3
2025-07-20 00:00:00+00:00,,,12,4
2025-07-21 00:00:00+00:00,,,33,7
2025-07-22 00:00:00+00:00,,,33,8
2025-07-23 00:00:00+00:00,1.0,1.0,44,11
2025-07-24 00:00:00+00:00,1.0,1.0,3,2
2025-07-25 00:00:00+00:00,,,5,4
2025-07-26 00:00:00+00:00,,,9,2
2025-07-27 00:00:00+00:00,,,4,2
2025-07-28 00:00:00+00:00,,,17,4
2025-07-29 00:00:00+00:00,,,27,6
2025-07-30 00:00:00+00:00,,,39,4
2025-07-31 00:00:00+00:00,2.0,2.0,9,3
