time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-15 00:00:00+00:00,,,10,4
2023-12-16 00:00:00+00:00,2.0,1.0,2,2
2023-12-17 00:00:00+00:00,,,54,6
2023-12-18 00:00:00+00:00,,,47,4
2023-12-19 00:00:00+00:00,,,43,6
2023-12-20 00:00:00+00:00,,,58,5
2023-12-21 00:00:00+00:00,,,112,3
2023-12-22 00:00:00+00:00,,,10,2
2023-12-23 00:00:00+00:00,1.0,1.0,1,1
2023-12-24 00:00:00+00:00,5.0,2.0,27,1
2023-12-25 00:00:00+00:00,,,69,3
2023-12-26 00:00:00+00:00,3.0,2.0,59,10
2023-12-27 00:00:00+00:00,,,9,2
2023-12-28 00:00:00+00:00,,,41,1
