time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-12 00:00:00+00:00,,,1.0,1.0
2025-04-13 00:00:00+00:00,1.0,1.0,1.0,1.0
2025-04-14 00:00:00+00:00,,,15.0,7.0
2025-04-15 00:00:00+00:00,,,8.0,5.0
2025-04-16 00:00:00+00:00,2.0,2.0,,
2025-04-17 00:00:00+00:00,,,2.0,2.0
2025-04-18 00:00:00+00:00,,,1.0,1.0
2025-04-19 00:00:00+00:00,1.0,1.0,,
2025-04-20 00:00:00+00:00,1.0,1.0,10.0,1.0
2025-04-21 00:00:00+00:00,,,5.0,5.0
2025-04-22 00:00:00+00:00,1.0,1.0,37.0,7.0
2025-04-23 00:00:00+00:00,,,2.0,1.0
2025-04-24 00:00:00+00:00,,,105.0,9.0
2025-04-25 00:00:00+00:00,,,2.0,2.0
