time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-12 00:00:00+00:00,1.0,1.0,140,5
2024-04-13 00:00:00+00:00,,,1,1
2024-04-14 00:00:00+00:00,1.0,1.0,7,4
2024-04-15 00:00:00+00:00,1.0,1.0,64,5
2024-04-16 00:00:00+00:00,,,39,9
2024-04-17 00:00:00+00:00,1.0,1.0,100,9
2024-04-18 00:00:00+00:00,,,19,7
2024-04-19 00:00:00+00:00,,,25,5
2024-04-20 00:00:00+00:00,1.0,1.0,9,2
2024-04-21 00:00:00+00:00,,,13,6
2024-04-22 00:00:00+00:00,,,24,8
2024-04-23 00:00:00+00:00,1.0,1.0,19,6
2024-04-24 00:00:00+00:00,,,14,5
2024-04-25 00:00:00+00:00,,,18,3
