time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-15 00:00:00+00:00,,,1,1
2024-06-16 00:00:00+00:00,,,44,2
2024-06-17 00:00:00+00:00,,,40,3
2024-06-18 00:00:00+00:00,,,10,3
2024-06-19 00:00:00+00:00,1.0,1.0,9,2
2024-06-20 00:00:00+00:00,,,14,2
2024-06-22 00:00:00+00:00,,,4,2
2024-06-23 00:00:00+00:00,1.0,1.0,9,7
2024-06-24 00:00:00+00:00,,,14,1
2024-06-25 00:00:00+00:00,,,37,7
2024-06-26 00:00:00+00:00,,,7,4
2024-06-27 00:00:00+00:00,,,32,3
2024-06-28 00:00:00+00:00,,,18,3
