time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-08 00:00:00+00:00,,,55,4
2024-07-09 00:00:00+00:00,,,20,8
2024-07-10 00:00:00+00:00,,,21,9
2024-07-11 00:00:00+00:00,1.0,1.0,21,4
2024-07-12 00:00:00+00:00,,,54,9
2024-07-13 00:00:00+00:00,,,1,1
2024-07-14 00:00:00+00:00,,,29,2
2024-07-15 00:00:00+00:00,,,15,7
2024-07-16 00:00:00+00:00,,,15,4
2024-07-17 00:00:00+00:00,,,2,1
2024-07-18 00:00:00+00:00,,,53,5
2024-07-19 00:00:00+00:00,,,1,1
2024-07-20 00:00:00+00:00,,,4,1
2024-07-21 00:00:00+00:00,,,15,3
