time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-26 00:00:00+00:00,3.0,2.0,160,23
2023-06-27 00:00:00+00:00,1.0,1.0,170,22
2023-06-28 00:00:00+00:00,1.0,1.0,186,19
2023-06-29 00:00:00+00:00,3.0,3.0,138,19
2023-06-30 00:00:00+00:00,,,43,15
2023-07-01 00:00:00+00:00,,,2,2
2023-07-02 00:00:00+00:00,1.0,1.0,33,10
2023-07-03 00:00:00+00:00,,,103,17
2023-07-04 00:00:00+00:00,3.0,3.0,104,20
2023-07-05 00:00:00+00:00,1.0,1.0,101,12
2023-07-06 00:00:00+00:00,,,49,9
2023-07-07 00:00:00+00:00,,,16,8
2023-07-08 00:00:00+00:00,,,16,2
2023-07-09 00:00:00+00:00,,,42,6
