time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-29 00:00:00+00:00,,,9,4
2024-11-30 00:00:00+00:00,,,2,1
2024-12-01 00:00:00+00:00,,,13,6
2024-12-02 00:00:00+00:00,1.0,1.0,27,6
2024-12-03 00:00:00+00:00,,,69,9
2024-12-04 00:00:00+00:00,,,5,2
2024-12-05 00:00:00+00:00,,,12,4
2024-12-06 00:00:00+00:00,,,10,3
2024-12-07 00:00:00+00:00,,,7,2
2024-12-08 00:00:00+00:00,,,20,3
2024-12-09 00:00:00+00:00,,,4,3
2024-12-10 00:00:00+00:00,,,6,4
2024-12-11 00:00:00+00:00,,,3,2
2024-12-12 00:00:00+00:00,,,32,2
