time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-19 00:00:00+00:00,1.0,1.0,115,18
2023-07-20 00:00:00+00:00,1.0,1.0,77,6
2023-07-21 00:00:00+00:00,,,28,6
2023-07-22 00:00:00+00:00,,,23,5
2023-07-23 00:00:00+00:00,1.0,1.0,134,11
2023-07-24 00:00:00+00:00,1.0,1.0,92,16
2023-07-25 00:00:00+00:00,1.0,1.0,42,10
2023-07-26 00:00:00+00:00,2.0,2.0,28,13
2023-07-27 00:00:00+00:00,,,77,10
2023-07-28 00:00:00+00:00,3.0,2.0,20,11
2023-07-29 00:00:00+00:00,2.0,1.0,10,7
2023-07-30 00:00:00+00:00,,,50,9
2023-07-31 00:00:00+00:00,1.0,1.0,184,12
2023-08-01 00:00:00+00:00,1.0,1.0,89,8
