time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-15 00:00:00+00:00,,,10,4
2024-03-17 00:00:00+00:00,,,1,1
2024-03-18 00:00:00+00:00,,,8,3
2024-03-19 00:00:00+00:00,1.0,1.0,44,5
2024-03-20 00:00:00+00:00,,,7,6
2024-03-21 00:00:00+00:00,,,1,1
2024-03-22 00:00:00+00:00,1.0,1.0,87,6
2024-03-23 00:00:00+00:00,1.0,1.0,78,2
2024-03-24 00:00:00+00:00,,,16,2
2024-03-25 00:00:00+00:00,,,16,4
2024-03-26 00:00:00+00:00,,,28,5
2024-03-27 00:00:00+00:00,1.0,1.0,108,11
2024-03-28 00:00:00+00:00,1.0,1.0,18,6
