time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-13 00:00:00+00:00,,,146,12
2023-09-14 00:00:00+00:00,2.0,2.0,126,21
2023-09-15 00:00:00+00:00,,,66,7
2023-09-16 00:00:00+00:00,,,49,7
2023-09-17 00:00:00+00:00,,,4,3
2023-09-18 00:00:00+00:00,,,114,7
2023-09-19 00:00:00+00:00,,,145,10
2023-09-20 00:00:00+00:00,,,114,12
2023-09-21 00:00:00+00:00,,,95,6
2023-09-22 00:00:00+00:00,3.0,1.0,148,16
2023-09-23 00:00:00+00:00,,,45,8
2023-09-24 00:00:00+00:00,,,41,7
2023-09-25 00:00:00+00:00,,,175,16
2023-09-26 00:00:00+00:00,,,58,14
