time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-24 00:00:00+00:00,,,14,5
2024-04-25 00:00:00+00:00,,,18,3
2024-04-26 00:00:00+00:00,,,69,6
2024-04-27 00:00:00+00:00,1.0,1.0,2,2
2024-04-28 00:00:00+00:00,,,20,3
2024-04-29 00:00:00+00:00,1.0,1.0,24,9
2024-04-30 00:00:00+00:00,,,117,10
2024-05-01 00:00:00+00:00,1.0,1.0,36,3
2024-05-02 00:00:00+00:00,1.0,1.0,23,7
2024-05-03 00:00:00+00:00,,,20,2
2024-05-04 00:00:00+00:00,1.0,1.0,17,3
2024-05-05 00:00:00+00:00,1.0,1.0,2,1
2024-05-06 00:00:00+00:00,1.0,1.0,36,6
2024-05-07 00:00:00+00:00,,,8,4
