time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-19 00:00:00+00:00,1.0,1.0,4.0,3.0
2024-02-20 00:00:00+00:00,1.0,1.0,2.0,2.0
2024-02-21 00:00:00+00:00,2.0,2.0,1.0,1.0
2024-02-22 00:00:00+00:00,,,27.0,4.0
2024-02-23 00:00:00+00:00,,,57.0,5.0
2024-02-24 00:00:00+00:00,3.0,2.0,7.0,1.0
2024-02-25 00:00:00+00:00,,,3.0,1.0
2024-02-26 00:00:00+00:00,,,23.0,4.0
2024-02-27 00:00:00+00:00,,,26.0,2.0
2024-02-28 00:00:00+00:00,2.0,1.0,61.0,2.0
2024-02-29 00:00:00+00:00,2.0,2.0,21.0,7.0
2024-03-01 00:00:00+00:00,,,20.0,2.0
2024-03-02 00:00:00+00:00,,,9.0,3.0
2024-03-03 00:00:00+00:00,1.0,1.0,,
