time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-02 00:00:00+00:00,,,5,2
2025-06-03 00:00:00+00:00,,,6,4
2025-06-04 00:00:00+00:00,,,6,3
2025-06-05 00:00:00+00:00,,,4,2
2025-06-06 00:00:00+00:00,1.0,1.0,4,3
2025-06-07 00:00:00+00:00,,,8,2
2025-06-08 00:00:00+00:00,,,1,1
2025-06-09 00:00:00+00:00,,,23,3
2025-06-10 00:00:00+00:00,,,9,3
2025-06-11 00:00:00+00:00,,,7,4
2025-06-12 00:00:00+00:00,,,24,4
2025-06-13 00:00:00+00:00,,,13,5
2025-06-14 00:00:00+00:00,,,12,4
2025-06-15 00:00:00+00:00,1.0,1.0,8,5
