time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-02 00:00:00+00:00,,,11,1
2024-01-03 00:00:00+00:00,,,62,2
2024-01-04 00:00:00+00:00,2.0,2.0,101,11
2024-01-05 00:00:00+00:00,,,7,1
2024-01-06 00:00:00+00:00,4.0,2.0,1,1
2024-01-07 00:00:00+00:00,,,2,1
2024-01-08 00:00:00+00:00,,,118,9
2024-01-09 00:00:00+00:00,,,69,8
2024-01-10 00:00:00+00:00,2.0,2.0,48,6
2024-01-11 00:00:00+00:00,3.0,1.0,75,10
2024-01-12 00:00:00+00:00,,,101,5
2024-01-13 00:00:00+00:00,1.0,1.0,13,1
2024-01-14 00:00:00+00:00,,,11,2
2024-01-15 00:00:00+00:00,2.0,1.0,130,6
