referrer,views_total,views_unique
Google,153,7
nature.com,44,9
ncbi.nlm.nih.gov,11,3
mathematical-tours.github.io,8,1
github.com,5,4
statics.teams.cdn.office.net,3,1
osf.io,2,1
www-nature-com.offcampus.lib.washington.edu,1,1
